Name,Rtg,Pos,Club,League,Nationality,PAC,SHO,PAS,DRI,DEF,PHY,WF,Skill,AW,DW,Min,Max
Nathan Holland,61,LM,West Ham United,Premier League,ENG,78,51,54,65,26,45,4★,3★,H,M,0,0
Jamie Sterry,61,RB,Newcastle United,Premier League,ENG,64,36,52,60,60,64,3★,2★,H,M,0,0
Max Kilman,60,CB,Wolverhampton Wanderers,Premier League,ENG,64,41,52,60,56,69,4★,2★,M,M,0,0
Benjamín Garré,60,LW,Manchester City,Premier League,ARG,73,55,53,65,32,46,3★,4★,M,M,0,0
John Kitolano,60,LWB,Wolverhampton Wanderers,Premier League,NOR,79,37,51,60,52,58,3★,2★,H,M,0,0
Elias Sørensen,60,ST,Newcastle United,Premier League,DEN,64,62,44,57,18,49,3★,2★,H,M,0,0
Paul Glatzel,60,ST,Liverpool,Premier League,GER,68,60,51,59,30,49,3★,3★,M,M,0,0
Adam Lewis,60,LB,Liverpool,Premier League,ENG,66,36,57,59,57,58,2★,2★,M,M,0,0
Ali Koiki,60,LB,Burnley,Premier League,ENG,78,34,48,58,55,63,2★,3★,M,M,0,0
Bruno Jordão,60,CM,Wolverhampton Wanderers,Premier League,POR,55,50,58,67,44,57,3★,3★,M,M,0,0
Matt Butcher,60,CM,Bournemouth,Premier League,ENG,63,49,56,60,57,64,3★,2★,M,H,0,0
Marcus Barnes,60,ST,Southampton,Premier League,ENG,63,59,48,58,23,58,3★,3★,M,M,0,0
Ryan Giles,59,LWB,Wolverhampton Wanderers,Premier League,ENG,89,50,56,63,48,55,3★,3★,H,M,0,0
Kelland Watts,59,CB,Newcastle United,Premier League,ENG,53,48,52,54,57,58,4★,2★,H,M,0,0
David Parkhouse,59,ST,Sheffield United,Premier League,NIR,71,58,45,53,34,59,2★,2★,M,M,0,0
Yasser Larouci,59,LB,Liverpool,Premier League,ALG,74,47,52,62,56,56,2★,2★,H,M,0,0
Jamie Bowden,59,CDM,Tottenham Hotspur,Premier League,ENG,63,46,57,57,58,50,3★,2★,M,H,0,0
James Daly,59,ST,Crystal Palace,Premier League,ENG,76,57,43,58,22,45,2★,2★,M,M,0,0
Daniel Adshead,59,CM,Norwich City,Premier League,ENG,73,49,58,57,47,52,2★,2★,H,M,0,0
Nya Kirby,59,CAM,Crystal Palace,Premier League,ENG,74,45,57,63,36,51,2★,3★,M,M,0,0
Luke Dreher,59,CM,Crystal Palace,Premier League,ENG,63,47,57,59,46,58,3★,2★,M,M,0,0
Jason Lokilo,58,RM,Crystal Palace,Premier League,DRC,77,53,52,66,27,51,3★,2★,M,M,0,0
Luke McCormick,58,CM,Chelsea,Premier League,SCO,75,45,55,61,47,61,2★,2★,M,M,0,0
Giovanni McGregor,58,CM,Crystal Palace,Premier League,ENG,66,43,57,56,51,59,3★,2★,M,M,0,0
Conor Coventry,58,CM,West Ham United,Premier League,IRL,58,41,56,60,48,53,3★,2★,M,M,0,0
Kian Flanagan,58,CAM,Crystal Palace,Premier League,IRL,68,47,55,60,39,48,3★,3★,M,M,0,0
Mésaque Djú,58,RM,West Ham United,Premier League,POR,76,53,47,59,28,58,2★,2★,M,M,0,0
Timi Odusina,58,CB,Norwich City,Premier League,ENG,56,27,37,37,59,61,2★,2★,M,M,0,0
Oskar Buur Rasmussen,58,RWB,Wolverhampton Wanderers,Premier League,DEN,70,32,52,62,51,51,3★,3★,H,M,0,0
Joe Powell,58,LM,West Ham United,Premier League,ENG,73,43,54,59,48,54,3★,3★,H,M,0,0
Josh Grant,57,RB,Chelsea,Premier League,ENG,64,30,45,50,57,64,3★,2★,M,H,0,0
Rob Nizet,57,LB,Norwich City,Premier League,BEL,69,37,43,54,57,53,2★,2★,H,M,0,0
Sam Woods,57,CB,Crystal Palace,Premier League,ENG,42,25,35,37,57,58,2★,2★,M,M,0,0
Robbie Burton,57,CAM,Arsenal,Premier League,WAL,59,46,57,57,40,44,3★,3★,M,M,0,0
Dan Kemp,57,RM,West Ham United,Premier League,ENG,70,47,50,63,27,34,3★,3★,H,M,0,0
Ryan Cooney,57,RB,Burnley,Premier League,ENG,59,50,56,56,55,55,3★,2★,M,M,0,0
Jake Vokins,57,LB,Southampton,Premier League,ENG,70,36,44,59,55,57,3★,2★,H,M,0,0
Tom Dele-Bashiru,57,CM,Watford,Premier League,NIG,63,49,53,60,51,59,2★,2★,M,M,0,0
Liam Gibson,56,LB,Newcastle United,Premier League,ENG,69,35,43,54,53,58,3★,2★,H,M,0,0
Owen Bailey,56,CDM,Newcastle United,Premier League,ENG,54,30,51,48,55,60,3★,2★,M,H,0,0
Dion Sanderson,56,CB,Wolverhampton Wanderers,Premier League,ENG,72,40,47,53,53,66,3★,2★,M,M,0,0
Tyreece John-Jules,56,ST,Arsenal,Premier League,ENG,73,54,46,56,19,54,3★,3★,M,M,0,0
Tyreke Wilson,56,LB,Manchester City,Premier League,IRL,66,32,45,55,52,49,2★,2★,M,M,0,0
Steven Alzate,56,CM,Brighton & Hove Albion,Premier League,ENG,66,50,54,61,35,51,3★,3★,M,M,0,0
Akin Famewo,55,CB,Norwich City,Premier League,ENG,75,21,32,38,52,66,3★,2★,L,M,0,0
Taylor Perry,55,CM,Wolverhampton Wanderers,Premier League,ENG,72,51,53,57,47,57,3★,2★,H,M,0,0
Ben Johnson,55,RB,West Ham United,Premier League,ENG,67,29,44,54,52,52,3★,2★,H,M,0,0
Nikola Tavares,55,CB,Crystal Palace,Premier League,CRO,45,28,31,34,55,58,3★,2★,M,M,0,0
Easah Suliman,55,CB,Aston Villa,Premier League,ENG,53,32,41,44,53,60,3★,2★,M,H,0,0
Jack Clarke,54,CDM,Aston Villa,Premier League,IRL,62,37,53,53,51,49,3★,2★,M,M,0,0
Jacob Ramsey,53,CAM,Aston Villa,Premier League,ENG,60,38,55,53,40,46,3★,2★,H,L,0,0
Callum Rowe,52,CM,Aston Villa,Premier League,ENG,63,38,51,54,43,52,3★,2★,M,M,0,0
Jarrad Branthwaite,49,CB,Everton,Premier League,ENG,59,19,27,27,48,55,2★,2★,L,H,0,0
